# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun 20 06:02:50 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
Kepler-224 e,Kepler-224,1,Transit,18.64357700,0.124000,1.970,4.54000,18.73,517,5018.00,0.68,0.82,19h23m44.22s,290.9342679,+47d21m27.15s,47.3575414,782.0880000
Kepler-225 b,Kepler-225,1,Transit,6.73897500,0.056000,1.200,1.87000,38.88,579,3682.00,0.48,0.59,19h28m46.56s,292.1939846,+47d27m25.49s,47.4570808,561.1010000
Kepler-225 c,Kepler-225,1,Transit,18.79423400,0.111000,1.840,4.04000,9.90,412,3682.00,0.48,0.59,19h28m46.56s,292.1939846,+47d27m25.49s,47.4570808,561.1010000
Kepler-226 b,Kepler-226,1,Transit,3.94099700,0.047000,1.550,24.00000,270.40,1018,5571.00,0.80,0.91,19h29m30.26s,292.3760942,+47d52m51.45s,47.8809596,980.1380000
Kepler-226 c,Kepler-226,1,Transit,5.34955500,0.058000,2.270,45.20000,180.51,919,5571.00,0.80,0.91,19h29m30.26s,292.3760942,+47d52m51.45s,47.8809596,980.1380000
Kepler-226 d,Kepler-226,1,Transit,8.10904400,0.076000,1.220,1.98000,103.64,800,5571.00,0.80,0.91,19h29m30.26s,292.3760942,+47d52m51.45s,47.8809596,980.1380000
Kepler-227 b,Kepler-227,1,Transit,9.48801500,0.090000,3.110,9.85000,104.64,793,5854.00,1.09,0.92,19h27m44.23s,291.9342748,+48d08m30.03s,48.1416760,1083.0600000
Kepler-227 c,Kepler-227,1,Transit,54.41869400,0.290000,3.040,9.48000,10.19,443,5854.00,1.09,0.92,19h27m44.23s,291.9342748,+48d08m30.03s,48.1416760,1083.0600000
Kepler-228 b,Kepler-228,1,Transit,2.56654600,0.038000,1.530,2.96000,863.78,1360,6043.00,1.01,0.95,19h45m08.66s,296.2860853,+48d13m28.68s,48.2246328,1644.6100000
Kepler-228 c,Kepler-228,1,Transit,4.13444400,0.052000,2.700,7.75000,457.32,1160,6043.00,1.01,0.95,19h45m08.66s,296.2860853,+48d13m28.68s,48.2246328,1644.6100000
Kepler-228 d,Kepler-228,1,Transit,11.09428600,0.101000,4.040,15.40000,122.78,835,6043.00,1.01,0.95,19h45m08.66s,296.2860853,+48d13m28.68s,48.2246328,1644.6100000
Kepler-229 b,Kepler-229,1,Transit,6.25297200,0.062000,2.200,5.48000,76.22,823,5120.00,0.73,0.80,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,826.2650000
Kepler-229 c,Kepler-229,1,Transit,16.06863800,0.117000,4.920,21.50000,21.64,600,5120.00,0.73,0.80,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,826.2650000
Kepler-229 d,Kepler-229,1,Transit,41.19491200,0.220000,3.850,14.20000,6.16,439,5120.00,0.73,0.80,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,826.2650000
Kepler-23 b,Kepler-23,1,Transit,7.10730000,0.075000,1.900,254.30000,446.11,1157,5760.00,1.52,1.11,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,835.7560000
Kepler-23 c,Kepler-23,1,Transit,10.74210000,0.099000,3.200,858.10000,257.39,1008,5760.00,1.52,1.11,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,835.7560000
Kepler-23 d,Kepler-23,1,Transit,15.27429900,0.124000,2.200,17.60000,161.04,896,5828.00,1.55,1.10,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,835.7560000
Kepler-230 b,Kepler-230,1,Transit,32.62555500,0.191000,4.260,16.80000,11.82,506,5588.00,0.82,0.84,19h02m52.46s,285.7185682,+48d30m20.89s,48.5058038,740.7540000
Kepler-230 c,Kepler-230,1,Transit,91.77324200,0.380000,2.040,4.82000,2.98,359,5588.00,0.82,0.84,19h02m52.46s,285.7185682,+48d30m20.89s,48.5058038,740.7540000
Kepler-231 b,Kepler-231,1,Transit,10.06527500,0.074000,1.730,35.40000,14.88,488,3767.00,0.49,0.58,19h35m53.61s,293.9733913,+50d31m54.65s,50.5318460,316.6180000
Kepler-231 c,Kepler-231,1,Transit,19.27156600,0.114000,1.930,24.10000,6.27,393,3767.00,0.49,0.58,19h35m53.61s,293.9733913,+50d31m54.65s,50.5318460,316.6180000
Kepler-232 b,Kepler-232,1,Transit,4.43122200,0.054000,3.080,9.69000,410.58,1104,5847.00,0.97,0.97,19h43m15.88s,295.8161668,+51d07m18.21s,51.1217249,1349.1300000
Kepler-232 c,Kepler-232,1,Transit,11.37934900,0.101000,3.830,14.00000,116.52,806,5847.00,0.97,0.97,19h43m15.88s,295.8161668,+51d07m18.21s,51.1217249,1349.1300000
Kepler-233 b,Kepler-233,1,Transit,8.47238200,0.077000,2.430,6.48000,85.13,751,5360.00,0.76,0.85,19h45m27.96s,296.3665054,+51d19m10.04s,51.3194548,856.4170000
Kepler-233 c,Kepler-233,1,Transit,60.41895500,0.287000,2.710,7.80000,6.20,390,5360.00,0.76,0.85,19h45m27.96s,296.3665054,+51d19m10.04s,51.3194548,856.4170000
Kepler-234 b,Kepler-234,1,Transit,2.71150600,0.040000,3.700,13.20000,1007.72,1420,6224.00,1.11,1.11,19h26m36.85s,291.6535379,+38d29m40.77s,38.4946597,1733.1000000
Kepler-234 c,Kepler-234,1,Transit,7.21205000,0.077000,3.510,12.10000,273.30,1025,6224.00,1.11,1.11,19h26m36.85s,291.6535379,+38d29m40.77s,38.4946597,1733.1000000
Kepler-235 b,Kepler-235,1,Transit,3.34022200,0.037000,2.230,5.60000,44.00,731,4255.00,0.55,0.58,19h04m18.98s,286.0790779,+39d16m41.65s,39.2782370,428.0180000
Kepler-235 c,Kepler-235,1,Transit,7.82490400,0.065000,1.280,2.18000,14.20,555,4255.00,0.55,0.58,19h04m18.98s,286.0790779,+39d16m41.65s,39.2782370,428.0180000
Kepler-235 d,Kepler-235,1,Transit,20.06054800,0.122000,2.050,4.86000,4.03,401,4255.00,0.55,0.58,19h04m18.98s,286.0790779,+39d16m41.65s,39.2782370,428.0180000
Kepler-235 e,Kepler-235,1,Transit,46.18366900,0.213000,2.220,5.56000,1.33,306,4255.00,0.55,0.58,19h04m18.98s,286.0790779,+39d16m41.65s,39.2782370,428.0180000
Kepler-236 b,Kepler-236,1,Transit,8.29561100,0.065000,1.570,3.09000,15.63,469,3750.00,0.51,0.60,18h55m27.94s,283.8664285,+39d53m53.49s,39.8981928,288.7630000
Kepler-236 c,Kepler-236,1,Transit,23.96812700,0.132000,2.000,4.66000,3.80,329,3750.00,0.51,0.60,18h55m27.94s,283.8664285,+39d53m53.49s,39.8981928,288.7630000
Kepler-237 b,Kepler-237,1,Transit,4.71510600,0.050000,1.410,2.57000,124.96,823,4861.00,0.72,0.70,18h52m53.12s,283.2213438,+40d25m18.34s,40.4217620,657.8220000
Kepler-237 c,Kepler-237,1,Transit,8.10363600,0.071000,2.080,4.98000,60.64,687,4861.00,0.72,0.70,18h52m53.12s,283.2213438,+40d25m18.34s,40.4217620,657.8220000
Kepler-238 b,Kepler-238,1,Transit,2.09087600,0.034000,1.730,3.64000,2500.59,1642,5751.00,1.43,1.06,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.7500000
Kepler-238 c,Kepler-238,1,Transit,6.15555700,0.069000,2.390,6.30000,592.30,1146,5751.00,1.43,1.06,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.7500000
Kepler-238 d,Kepler-238,1,Transit,13.23354900,0.115000,3.070,9.64000,213.48,888,5751.00,1.43,1.06,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.7500000
Kepler-238 e,Kepler-238,1,Transit,23.65400000,0.165800,5.600,169.70000,98.46,731,5732.00,0.96,1.06,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.7500000
Kepler-238 f,Kepler-238,1,Transit,50.44700000,0.274700,2.000,13.50000,35.87,568,5732.00,0.96,1.06,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.7500000
Kepler-239 b,Kepler-239,1,Transit,11.76305100,0.095000,2.330,6.04000,34.75,616,4914.00,0.76,0.76,19h36m48.49s,294.2020505,+40d39m47.99s,40.6633313,648.1090000
Kepler-239 c,Kepler-239,1,Transit,56.22809800,0.268000,2.510,6.85000,4.32,366,4914.00,0.76,0.76,19h36m48.49s,294.2020505,+40d39m47.99s,40.6633313,648.1090000
Kepler-24 b,Kepler-24,1,Transit,8.14530000,0.080000,2.400,508.50000,252.25,1050,5800.00,1.07,1.03,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.8100000
Kepler-24 c,Kepler-24,1,Transit,12.33350000,0.106000,2.800,508.50000,144.83,915,5800.00,1.07,1.03,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.8100000
Kepler-24 d,Kepler-24,1,Transit,4.24438400,0.051000,1.670,3.43000,601.89,1305,5897.00,1.29,0.98,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.8100000
Kepler-24 e,Kepler-24,1,Transit,18.99835500,0.138000,2.780,8.15000,81.51,792,5897.00,1.29,0.98,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.8100000
Kepler-240 b,Kepler-240,1,Transit,4.14449500,0.048000,1.370,2.45000,142.74,864,4985.00,0.74,0.75,19h24m38.10s,291.1587635,+40d45m00.76s,40.7502108,746.9270000
Kepler-240 c,Kepler-240,1,Transit,7.95352800,0.074000,2.200,102.30000,59.84,696,4985.00,0.74,0.75,19h24m38.10s,291.1587635,+40d45m00.76s,40.7502108,746.9270000
Kepler-241 b,Kepler-241,1,Transit,12.71809200,0.094000,2.330,6.04000,23.60,562,4699.00,0.67,0.67,19h31m39.15s,292.9131121,+41d03m39.52s,41.0609786,512.0000000
Kepler-241 c,Kepler-241,1,Transit,36.06597800,0.189000,2.570,7.13000,5.88,397,4699.00,0.67,0.67,19h31m39.15s,292.9131121,+41d03m39.52s,41.0609786,512.0000000
Kepler-242 b,Kepler-242,1,Transit,8.20395000,0.075000,2.610,7.32000,43.77,742,5020.00,0.85,0.81,19h06m15.77s,286.5656932,+41d48m30.30s,41.8084168,600.2410000
Kepler-242 c,Kepler-242,1,Transit,14.49648100,0.109000,2.000,4.66000,20.50,613,5020.00,0.85,0.81,19h06m15.77s,286.5656932,+41d48m30.30s,41.8084168,600.2410000
Kepler-243 b,Kepler-243,1,Transit,5.71544200,0.062000,2.450,6.57000,115.50,850,5228.00,0.84,0.83,19h00m26.52s,285.1104819,+42d02m02.26s,42.0339619,693.8600000
Kepler-243 c,Kepler-243,1,Transit,20.02621800,0.142000,1.990,4.62000,21.72,559,5228.00,0.84,0.83,19h00m26.52s,285.1104819,+42d02m02.26s,42.0339619,693.8600000
Kepler-244 b,Kepler-244,1,Transit,4.31179200,0.050000,2.760,8.05000,242.47,1038,5554.00,0.80,0.96,19h08m58.23s,287.2426410,+42d18m05.11s,42.3014185,1036.4900000
Kepler-244 c,Kepler-244,1,Transit,9.76729200,0.087000,2.050,4.86000,81.57,791,5554.00,0.80,0.96,19h08m58.23s,287.2426410,+42d18m05.11s,42.3014185,1036.4900000
Kepler-244 d,Kepler-244,1,Transit,20.05040100,0.140000,2.310,15.20000,31.27,622,5554.00,0.80,0.96,19h08m58.23s,287.2426410,+42d18m05.11s,42.3014185,1036.4900000
Kepler-245 b,Kepler-245,1,Transit,7.49019000,0.071000,2.570,7.13000,77.75,753,5100.00,0.80,0.86,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.5270000
Kepler-245 c,Kepler-245,1,Transit,17.46081200,0.124000,2.180,225.60000,25.15,568,5100.00,0.80,0.86,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.5270000
Kepler-245 d,Kepler-245,1,Transit,36.27710800,0.202000,3.030,21.60000,9.49,445,5100.00,0.80,0.86,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.5270000
Kepler-245 e,Kepler-245,1,Transit,3.21982106,0.040000,1.750,3.71000,240.15,998,5174.00,0.80,0.86,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.5270000
Kepler-246 b,Kepler-246,1,Transit,4.60182000,0.052000,2.340,6.08000,141.61,896,5206.00,0.83,0.79,19h45m56.02s,296.4834007,+42d39m48.17s,42.6633806,626.0780000
Kepler-246 c,Kepler-246,1,Transit,11.18716100,0.095000,1.500,2.86000,43.21,667,5206.00,0.83,0.79,19h45m56.02s,296.4834007,+42d39m48.17s,42.6633806,626.0780000
Kepler-247 b,Kepler-247,1,Transit,3.33616000,0.042000,1.640,3.33000,216.11,970,5100.00,0.77,0.84,19h14m34.21s,288.6425609,+43d02m21.76s,43.0393769,663.7110000
Kepler-247 c,Kepler-247,1,Transit,9.43945200,0.084000,4.090,15.70000,53.90,686,5100.00,0.77,0.84,19h14m34.21s,288.6425609,+43d02m21.76s,43.0393769,663.7110000
Kepler-247 d,Kepler-247,1,Transit,20.47791200,0.140000,3.940,14.70000,19.21,530,5100.00,0.77,0.84,19h14m34.21s,288.6425609,+43d02m21.76s,43.0393769,663.7110000
Kepler-248 b,Kepler-248,1,Transit,6.30820500,0.066000,3.020,9.38000,79.31,819,5190.00,0.83,0.90,19h32m14.72s,293.0613138,+43d34m52.89s,43.5813577,738.7920000
Kepler-248 c,Kepler-248,1,Transit,16.23949400,0.123000,4.070,15.60000,22.46,598,5190.00,0.83,0.90,19h32m14.72s,293.0613138,+43d34m52.89s,43.5813577,738.7920000
Kepler-249 b,Kepler-249,1,Transit,3.30653900,0.035000,1.090,1.32000,24.26,554,3568.00,0.48,0.51,19h47m56.47s,296.9853002,+43d39m30.98s,43.6586043,190.4010000
Kepler-249 c,Kepler-249,1,Transit,7.11370200,0.058000,1.510,2.89000,12.53,429,3568.00,0.48,0.51,19h47m56.47s,296.9853002,+43d39m30.98s,43.6586043,190.4010000
Kepler-249 d,Kepler-249,1,Transit,15.36845900,0.097000,1.570,3.09000,4.47,332,3568.00,0.48,0.51,19h47m56.47s,296.9853002,+43d39m30.98s,43.6586043,190.4010000
Kepler-25 b,Kepler-25,2,Transit,6.23829700,0.068500,2.748,8.70000,542.96,1185,6103.00,1.32,1.17,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.2490000
Kepler-25 c,Kepler-25,2,Transit,12.72070000,0.110100,5.217,15.20000,210.17,934,6354.00,1.32,1.17,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.2490000
Kepler-25 d,Kepler-25,2,Radial Velocity,122.40000000,,10.000,71.90000,,,6270.00,1.32,1.17,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.2490000
Kepler-250 b,Kepler-250,1,Transit,4.14814100,0.048000,1.130,1.51000,148.10,938,5160.00,0.81,0.83,19h18m22.74s,289.5947633,+44d08m30.52s,44.1418114,760.5850000
Kepler-250 c,Kepler-250,1,Transit,7.15680400,0.069000,2.280,5.82000,71.50,782,5160.00,0.81,0.83,19h18m22.74s,289.5947633,+44d08m30.52s,44.1418114,760.5850000
Kepler-250 d,Kepler-250,1,Transit,17.64831200,0.127000,2.180,5.39000,21.46,579,5160.00,0.81,0.83,19h18m22.74s,289.5947633,+44d08m30.52s,44.1418114,760.5850000
Kepler-251 b,Kepler-251,1,Transit,4.79093600,0.053000,1.330,2.33000,203.17,990,5526.00,0.89,0.95,19h46m15.89s,296.5662171,+44d06m20.91s,44.1058077,924.6250000
Kepler-251 c,Kepler-251,1,Transit,16.51404300,0.122000,2.770,8.10000,38.95,655,5526.00,0.89,0.95,19h46m15.89s,296.5662171,+44d06m20.91s,44.1058077,924.6250000
Kepler-251 d,Kepler-251,1,Transit,30.13300100,0.182000,2.770,8.10000,17.48,536,5526.00,0.89,0.95,19h46m15.89s,296.5662171,+44d06m20.91s,44.1058077,924.6250000
Kepler-251 e,Kepler-251,1,Transit,99.64016100,0.404000,2.770,8.10000,3.55,360,5526.00,0.89,0.95,19h46m15.89s,296.5662171,+44d06m20.91s,44.1058077,924.6250000
Kepler-252 b,Kepler-252,1,Transit,6.66839100,0.058000,1.230,2.04000,39.26,587,4208.00,0.55,0.61,19h42m19.04s,295.5793290,+44d32m45.26s,44.5459052,379.4240000
Kepler-252 c,Kepler-252,1,Transit,10.84846300,0.080000,2.150,5.27000,20.51,499,4208.00,0.55,0.61,19h42m19.04s,295.5793290,+44d32m45.26s,44.5459052,379.4240000
Kepler-253 b,Kepler-253,1,Transit,3.78398600,0.046000,1.630,3.29000,194.35,949,5208.00,0.79,0.85,19h27m22.06s,291.8419337,+44d51m29.25s,44.8581240,838.5950000
Kepler-253 c,Kepler-253,1,Transit,10.28195100,0.089000,2.650,7.51000,51.27,680,5208.00,0.79,0.85,19h27m22.06s,291.8419337,+44d51m29.25s,44.8581240,838.5950000
Kepler-253 d,Kepler-253,1,Transit,18.11986900,0.130000,3.170,10.20000,24.08,563,5208.00,0.79,0.85,19h27m22.06s,291.8419337,+44d51m29.25s,44.8581240,838.5950000
Kepler-254 b,Kepler-254,1,Transit,5.82666200,0.064000,3.870,14.30000,184.34,1013,5957.00,0.91,0.93,19h12m39.52s,288.1646541,+45d48m59.13s,45.8164257,1389.4800000
Kepler-254 c,Kepler-254,1,Transit,12.41218300,0.105000,2.150,3.20000,67.22,787,5957.00,0.91,0.93,19h12m39.52s,288.1646541,+45d48m59.13s,45.8164257,1389.4800000
Kepler-254 d,Kepler-254,1,Transit,18.74647700,0.139000,2.500,6.80000,38.84,686,5957.00,0.91,0.93,19h12m39.52s,288.1646541,+45d48m59.13s,45.8164257,1389.4800000
Kepler-255 b,Kepler-255,1,Transit,5.71460600,0.063000,1.550,3.02000,174.40,971,5573.00,0.93,0.87,19h44m15.42s,296.0642702,+45d58m36.35s,45.9767647,1052.5300000
Kepler-255 c,Kepler-255,1,Transit,9.94604700,0.092000,2.990,9.22000,83.26,807,5573.00,0.93,0.87,19h44m15.42s,296.0642702,+45d58m36.35s,45.9767647,1052.5300000
Kepler-255 d,Kepler-255,1,Transit,1.04562266,0.019200,1.320,2.30000,1686.09,1710,5431.00,0.86,0.90,19h44m15.42s,296.0642702,+45d58m36.35s,45.9767647,1052.5300000
Kepler-256 b,Kepler-256,1,Transit,1.62049300,0.027000,1.590,3.15000,1225.93,1681,5551.00,1.30,0.97,19h30m19.30s,292.5804200,+46d05m50.49s,46.0973588,1026.4300000
Kepler-256 c,Kepler-256,1,Transit,3.38802000,0.045000,2.150,5.27000,457.07,1315,5551.00,1.30,0.97,19h30m19.30s,292.5804200,+46d05m50.49s,46.0973588,1026.4300000
Kepler-256 d,Kepler-256,1,Transit,5.83917200,0.064000,2.480,6.71000,221.10,1097,5551.00,1.30,0.97,19h30m19.30s,292.5804200,+46d05m50.49s,46.0973588,1026.4300000
Kepler-256 e,Kepler-256,1,Transit,10.68157200,0.096000,2.350,6.12000,98.90,897,5551.00,1.30,0.97,19h30m19.30s,292.5804200,+46d05m50.49s,46.0973588,1026.4300000
Kepler-257 b,Kepler-257,1,Transit,2.38266700,0.034000,2.610,7.32000,553.53,1237,5180.00,1.04,0.85,19h49m15.84s,297.3159994,+46d01m23.75s,46.0232642,780.2560000
Kepler-257 c,Kepler-257,1,Transit,6.58148400,0.066000,5.410,25.20000,142.63,881,5180.00,1.04,0.85,19h49m15.84s,297.3159994,+46d01m23.75s,46.0232642,780.2560000
Kepler-257 d,Kepler-257,1,Transit,24.66455100,0.160000,4.950,21.70000,24.53,567,5180.00,1.04,0.85,19h49m15.84s,297.3159994,+46d01m23.75s,46.0232642,780.2560000
Kepler-258 b,Kepler-258,1,Transit,13.19722000,0.103000,4.060,15.50000,27.79,642,4942.00,0.92,0.82,19h36m16.42s,294.0684116,+46d34m44.89s,46.5791357,575.9880000
Kepler-258 c,Kepler-258,1,Transit,33.65307900,0.193000,3.610,12.70000,7.99,470,4942.00,0.92,0.82,19h36m16.42s,294.0684116,+46d34m44.89s,46.5791357,575.9880000
Kepler-259 b,Kepler-259,1,Transit,8.11531700,0.079000,2.800,8.25000,113.45,879,5938.00,0.90,0.93,19h12m50.87s,288.2119707,+46d36m54.17s,46.6150461,1002.1400000
Kepler-259 c,Kepler-259,1,Transit,36.92493100,0.217000,2.700,7.75000,15.05,530,5938.00,0.90,0.93,19h12m50.87s,288.2119707,+46d36m54.17s,46.6150461,1002.1400000
Kepler-26 b,Kepler-26,1,Transit,12.28000000,0.085510,2.780,5.12000,7.60,431,3914.00,0.51,0.54,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.3070000
Kepler-26 c,Kepler-26,1,Transit,17.25590000,0.107250,2.720,6.20000,4.82,385,3914.00,0.51,0.54,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.3070000
Kepler-26 d,Kepler-26,1,Transit,3.54391900,0.039000,1.070,1.24000,31.79,652,4486.00,0.57,0.62,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.3070000
Kepler-26 e,Kepler-26,1,Transit,46.82791500,0.220000,2.410,6.39000,1.75,276,4486.00,0.57,0.62,18h59m45.86s,284.9410627,+46d33m59.22s,46.5664505,335.3070000
Kepler-260 b,Kepler-260,1,Transit,8.18739900,0.075000,2.010,4.70000,132.13,782,5250.00,0.86,0.92,19h27m42.23s,291.9259658,+38d00m50.59s,38.0140525,627.3650000
Kepler-260 c,Kepler-260,1,Transit,76.05017800,0.332000,1.740,3.68000,6.78,372,5250.00,0.86,0.92,19h27m42.23s,291.9259658,+38d00m50.59s,38.0140525,627.3650000
Kepler-261 b,Kepler-261,1,Transit,10.38122700,0.088000,2.180,5.39000,45.78,672,5098.00,0.79,0.88,19h25m27.54s,291.3647333,+37d36m33.26s,37.6092390,317.4990000
Kepler-261 c,Kepler-261,1,Transit,24.57085800,0.156000,2.000,4.66000,14.51,505,5098.00,0.79,0.88,19h25m27.54s,291.3647333,+37d36m33.26s,37.6092390,317.4990000
Kepler-262 b,Kepler-262,1,Transit,13.06085500,0.108000,1.360,2.42000,50.17,734,5841.00,0.88,0.99,19h22m54.89s,290.7287168,+37d15m09.57s,37.2526575,613.1290000
Kepler-262 c,Kepler-262,1,Transit,21.85372200,0.152000,1.640,3.33000,25.26,618,5841.00,0.88,0.99,19h22m54.89s,290.7287168,+37d15m09.57s,37.2526575,613.1290000
Kepler-263 b,Kepler-263,1,Transit,16.56808700,0.120000,2.670,7.61000,24.31,548,5265.00,0.79,0.80,19h29m52.75s,292.4698022,+37d34m04.06s,37.5677941,754.7470000
Kepler-263 c,Kepler-263,1,Transit,47.33277300,0.242000,2.470,6.66000,5.99,386,5265.00,0.79,0.80,19h29m52.75s,292.4698022,+37d34m04.06s,37.5677941,754.7470000
Kepler-264 b,Kepler-264,1,Transit,40.80623100,0.249000,3.330,11.10000,79.48,772,6158.00,1.55,1.46,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,942.1730000
Kepler-264 c,Kepler-264,1,Transit,140.10126100,0.566000,2.830,8.40000,15.35,511,6158.00,1.55,1.46,19h28m10.71s,292.0446280,+37d22m34.27s,37.3761861,942.1730000
Kepler-265 b,Kepler-265,1,Transit,6.84626200,0.069000,1.860,4.12000,220.33,1022,5835.00,1.10,0.98,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,1280.2500000
Kepler-265 c,Kepler-265,1,Transit,17.02893700,0.127000,2.630,7.41000,65.36,755,5835.00,1.10,0.98,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,1280.2500000
Kepler-265 d,Kepler-265,1,Transit,43.13061700,0.236000,2.490,6.76000,18.94,554,5835.00,1.10,0.98,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,1280.2500000
Kepler-265 e,Kepler-265,1,Transit,67.83102400,0.319000,2.590,7.22000,10.35,476,5835.00,1.10,0.98,19h22m02.51s,290.5104788,+41d14m41.07s,41.2447430,1280.2500000
Kepler-266 b,Kepler-266,1,Transit,6.61833000,0.071000,2.480,6.71000,230.40,1066,5885.00,1.03,0.95,19h37m56.25s,294.4843821,+44d10m00.97s,44.1669355,1370.7900000
Kepler-266 c,Kepler-266,1,Transit,107.72360100,0.457000,3.890,14.40000,5.59,421,5885.00,1.03,0.95,19h37m56.25s,294.4843821,+44d10m00.97s,44.1669355,1370.7900000
Kepler-267 b,Kepler-267,1,Transit,3.35372800,0.037000,1.980,37.90000,45.84,615,4258.00,0.56,0.54,19h59m19.34s,299.8305655,+47d09m27.27s,47.1575741,264.9930000
Kepler-267 c,Kepler-267,1,Transit,6.87745000,0.060000,2.130,5.18000,17.58,484,4258.00,0.56,0.54,19h59m19.34s,299.8305655,+47d09m27.27s,47.1575741,264.9930000
Kepler-267 d,Kepler-267,1,Transit,28.46451500,0.154000,2.270,5.77000,2.65,301,4258.00,0.56,0.54,19h59m19.34s,299.8305655,+47d09m27.27s,47.1575741,264.9930000
Kepler-268 b,Kepler-268,1,Transit,25.93413800,0.180000,2.550,7.04000,64.93,695,6081.00,1.27,1.13,19h27m54.28s,291.9761559,+38d03m18.12s,38.0550327,851.8700000
Kepler-268 c,Kepler-268,1,Transit,83.44639300,0.391000,3.380,11.40000,13.66,471,6081.00,1.27,1.13,19h27m54.28s,291.9761559,+38d03m18.12s,38.0550327,851.8700000
Kepler-269 b,Kepler-269,1,Transit,5.32671800,0.061000,2.470,6.66000,730.77,1007,5847.00,0.96,0.92,19h20m51.64s,290.2151459,+41d46m33.53s,41.7759810,2257.3200000
Kepler-269 c,Kepler-269,1,Transit,8.12789900,0.081000,1.690,3.50000,416.58,875,5847.00,0.96,0.92,19h20m51.64s,290.2151459,+41d46m33.53s,41.7759810,2257.3200000
Kepler-27 b,Kepler-27,1,Transit,15.33480000,0.118000,4.000,2895.31000,28.68,610,5400.00,0.59,0.65,19h28m56.82s,292.2367608,+41d05m09.14s,41.0858710,1044.3600000
Kepler-27 c,Kepler-27,1,Transit,31.33090000,0.191000,4.900,4385.87000,11.07,481,5400.00,0.59,0.65,19h28m56.82s,292.2367608,+41d05m09.14s,41.0858710,1044.3600000
Kepler-270 b,Kepler-270,1,Transit,11.47609400,0.107000,2.010,4.70000,178.36,984,6067.00,1.46,1.17,18h48m48.03s,282.2001207,+44d25m20.21s,44.4222795,948.7810000
Kepler-270 c,Kepler-270,1,Transit,25.26288700,0.180000,1.770,3.78000,62.24,756,6067.00,1.46,1.17,18h48m48.03s,282.2001207,+44d25m20.21s,44.4222795,948.7810000
Kepler-271 b,Kepler-271,1,Transit,10.43547805,0.088100,1.230,2.04000,75.96,759,5555.00,0.87,0.90,18h52m00.70s,283.0029316,+44d17m02.79s,44.2841080,404.5420000
